104.829,-2.29549,0.0224466,2.1;
104.829,-2.29373,0.0224297,2.11;
104.829,-2.29187,0.022412,2.12;
104.829,-2.28994,0.0223929,2.13;
104.829,-2.28792,0.0223732,2.14;
104.829,-2.28585,0.0223531,2.15;
104.829,-2.28372,0.0223323,2.16;
104.829,-2.28156,0.0223113,2.17;
104.829,-2.27936,0.0222903,2.18;
104.829,-2.27715,0.0222685,2.19;
104.829,-2.27492,0.0222468,2.2;
104.829,-2.27269,0.0222249,2.21;
104.829,-2.27046,0.022203,2.22;
104.829,-2.26824,0.0221812,2.23;
104.829,-2.26603,0.02216,2.24;
104.829,-2.26383,0.0221388,2.25;
104.829,-2.26165,0.0221176,2.26;
104.829,-2.25947,0.0220964,2.27;
104.828,-2.25731,0.0220758,2.28;
104.828,-2.25517,0.0220548,2.29;
104.828,-2.25303,0.0220339,2.3;
104.828,-2.2509,0.022013,2.31;
104.828,-2.24878,0.0219924,2.32;
104.828,-2.24667,0.0219718,2.33;
104.828,-2.24455,0.0219511,2.34;
104.828,-2.24244,0.0219312,2.35;
104.828,-2.24033,0.0219104,2.36;
104.828,-2.23822,0.0218896,2.37;
104.828,-2.23611,0.0218689,2.38;
104.828,-2.234,0.0218483,2.39;
104.828,-2.23189,0.0218281,2.4;
104.828,-2.22978,0.0218075,2.41;
104.828,-2.22767,0.021787,2.42;
104.828,-2.22556,0.0217664,2.43;
104.828,-2.22347,0.0217461,2.44;
104.828,-2.22138,0.021726,2.45;
104.828,-2.2193,0.0217059,2.46;
104.828,-2.21725,0.0216858,2.47;
104.827,-2.21521,0.0216662,2.48;
104.827,-2.2132,0.0216467,2.49;
104.827,-2.21122,0.0216275,2.5;
104.827,-2.20927,0.0216085,2.51;
104.827,-2.20737,0.0215897,2.52;
104.827,-2.20551,0.0215718,2.53;
104.827,-2.2037,0.0215544,2.54;
104.827,-2.20195,0.0215378,2.55;
104.827,-2.20026,0.0215212,2.56;
104.827,-2.19864,0.0215053,2.57;
104.827,-2.1971,0.0214906,2.58;
104.827,-2.19564,0.0214765,2.59;
104.827,-2.19428,0.0214636,2.6;
104.827,-2.19301,0.0214518,2.61;
104.827,-2.19185,0.0214407,2.62;
104.827,-2.1908,0.0214308,2.63;
104.827,-2.18988,0.0214218,2.64;
104.827,-2.1891,0.0214149,2.65;
104.827,-2.18847,0.021409,2.66;
104.827,-2.18799,0.0214047,2.67;
104.826,-2.18769,0.0214023,2.68;
104.826,-2.18758,0.0214016,2.69;
104.826,-2.18767,0.0214028,2.7;
104.826,-2.18799,0.0214064,2.71;
104.826,-2.18854,0.0214126,2.72;
104.826,-2.18936,0.0214215,2.73;
104.826,-2.19046,0.0214326,2.74;
104.826,-2.19187,0.0214471,2.75;
104.826,-2.19361,0.0214647,2.76;
104.826,-2.1957,0.0214861,2.77;
104.826,-2.19817,0.0215113,2.78;
104.826,-2.20104,0.0215403,2.79;
104.826,-2.20431,0.0215734,2.8;
104.826,-2.208,0.0216104,2.81;
104.826,-2.2121,0.0216518,2.82;
104.826,-2.21658,0.0216968,2.83;
104.826,-2.22139,0.0217452,2.84;
104.826,-2.22643,0.0217958,2.85;
104.826,-2.23157,0.0218474,2.86;
104.826,-2.23663,0.0218981,2.87;
104.826,-2.24136,0.0219458,2.88;
104.826,-2.24547,0.0219873,2.89;
104.825,-2.24864,0.0220194,2.9;
104.825,-2.25057,0.022039,2.91;
104.825,-2.251,0.0220436,2.92;
104.825,-2.24976,0.0220315,2.93;
104.825,-2.2468,0.0220027,2.94;
104.825,-2.24224,0.0219582,2.95;
104.825,-2.23627,0.0218993,2.96;
104.825,-2.22919,0.0218293,2.97;
104.825,-2.22131,0.0217515,2.98;
104.825,-2.21294,0.021669,2.99;
104.825,-2.20435,0.0215841,3;
104.825,-2.19576,0.0214989,3.01;
104.825,-2.18732,0.0214153,3.02;
104.825,-2.17915,0.0213348,3.03;
104.825,-2.17133,0.0212573,3.04;
104.825,-2.16389,0.0211839,3.05;
104.825,-2.15685,0.0211147,3.06;
104.824,-2.15022,0.0210494,3.07;
104.824,-2.14397,0.0209877,3.08;
104.824,-2.1381,0.0209302,3.09;
104.824,-2.13258,0.0208759,3.1;
104.824,-2.12738,0.0208249,3.11;
104.824,-2.12249,0.0207765,3.12;
104.824,-2.11787,0.0207311,3.13;
104.824,-2.11351,0.0206883,3.14;
104.824,-2.10938,0.0206481,3.15;
104.824,-2.10546,0.0206099,3.16;
104.824,-2.10174,0.0205735,3.17;
104.824,-2.09819,0.0205387,3.18;
104.824,-2.0948,0.0205055,3.19;
104.824,-2.09155,0.0204739,3.2;
104.824,-2.08844,0.0204437,3.21;
104.824,-2.08545,0.0204147,3.22;
104.824,-2.08258,0.0203866,3.23;
104.823,-2.0798,0.0203596,3.24;
104.823,-2.07711,0.0203334,3.25;
104.823,-2.07452,0.0203081,3.26;
104.823,-2.072,0.0202836,3.27;
104.823,-2.06955,0.0202599,3.28;
104.823,-2.06717,0.0202369,3.29;
104.823,-2.06485,0.0202141,3.3;
104.823,-2.06259,0.0201926,3.31;
104.823,-2.06039,0.0201713,3.32;
104.823,-2.05823,0.0201504,3.33;
104.823,-2.05613,0.02013,3.34;
104.823,-2.05407,0.0201102,3.35;
104.823,-2.05205,0.0200907,3.36;
104.823,-2.05007,0.0200718,3.37;
104.823,-2.04814,0.0200529,3.38;
104.823,-2.04624,0.0200348,3.39;
104.823,-2.04437,0.020017,3.4;
104.822,-2.04254,0.0199994,3.41;
104.822,-2.04074,0.0199821,3.42;
104.822,-2.03898,0.019965,3.43;
104.822,-2.03724,0.0199483,3.44;
104.822,-2.03554,0.019932,3.45;
104.822,-2.03386,0.0199159,3.46;
104.822,-2.03222,0.0199003,3.47;
104.822,-2.0306,0.0198849,3.48;
104.822,-2.02901,0.0198696,3.49;
104.822,-2.02744,0.0198545,3.5;
104.822,-2.0259,0.0198397,3.51;
104.822,-2.02438,0.0198256,3.52;
104.822,-2.02289,0.0198113,3.53;
104.822,-2.02142,0.0197971,3.54;
104.822,-2.01998,0.0197831,3.55;
104.822,-2.01856,0.0197698,3.56;
104.822,-2.01716,0.0197568,3.57;
104.822,-2.01578,0.0197434,3.58;
104.821,-2.01443,0.0197305,3.59;
104.821,-2.0131,0.0197178,3.6;
104.821,-2.01179,0.0197058,3.61;
104.821,-2.0105,0.0196934,3.62;
104.821,-2.00923,0.0196815,3.63;
104.821,-2.00799,0.01967,3.64;
104.821,-2.00676,0.0196582,3.65;
104.821,-2.00556,0.0196468,3.66;
104.821,-2.00438,0.0196355,3.67;
104.821,-2.00323,0.0196243,3.68;
104.821,-2.0021,0.0196141,3.69;
104.821,-2.00099,0.0196033,3.7;
104.821,-1.99991,0.0195932,3.71;
104.821,-1.99885,0.0195835,3.72;
104.821,-1.99783,0.0195738,3.73;
104.821,-1.99683,0.0195646,3.74;
104.821,-1.99586,0.0195554,3.75;
104.821,-1.99493,0.0195467,3.76;
104.82,-1.99403,0.0195383,3.77;
104.82,-1.99316,0.0195304,3.78;
104.82,-1.99234,0.019523,3.79;
104.82,-1.99156,0.0195158,3.8;
104.82,-1.99082,0.0195088,3.81;
104.82,-1.99013,0.0195025,3.82;
104.82,-1.98949,0.0194966,3.83;
104.82,-1.98891,0.0194914,3.84;
104.82,-1.98839,0.019487,3.85;
104.82,-1.98793,0.0194831,3.86;
104.82,-1.98754,0.0194796,3.87;
104.82,-1.98723,0.0194771,3.88;
104.82,-1.98699,0.0194758,3.89;
104.82,-1.98684,0.0194747,3.9;
104.82,-1.98679,0.0194744,3.91;
104.82,-1.98684,0.0194751,3.92;
104.82,-1.98699,0.0194775,3.93;
104.82,-1.98726,0.0194806,3.94;
104.819,-1.98766,0.0194851,3.95;
104.819,-1.98818,0.0194908,3.96;
104.819,-1.98884,0.0194979,3.97;
104.819,-1.98965,0.0195066,3.98;
104.819,-1.9906,0.0195166,3.99;
104.819,-1.99171,0.0195283,4;
104.819,-1.99298,0.019541,4.01;
104.819,-1.99439,0.0195556,4.02;
104.819,-1.99595,0.0195717,4.03;
104.819,-1.99764,0.019589,4.04;
104.819,-1.99944,0.0196071,4.05;
104.819,-2.00131,0.0196264,4.06;
104.819,-2.00321,0.0196457,4.07;
104.819,-2.00508,0.0196648,4.08;
104.819,-2.00685,0.0196831,4.09;
104.819,-2.00845,0.0196994,4.1;
104.819,-2.00977,0.0197129,4.11;
104.819,-2.01072,0.0197231,4.12;
104.818,-2.01121,0.0197284,4.13;
104.818,-2.01116,0.0197283,4.14;
104.818,-2.0105,0.0197227,4.15;
104.818,-2.00919,0.0197101,4.16;
104.818,-2.00725,0.0196912,4.17;
104.818,-2.00469,0.0196664,4.18;
104.818,-2.00157,0.0196359,4.19;
104.818,-1.99798,0.0196012,4.2;
104.818,-1.994,0.0195624,4.21;
104.818,-1.98973,0.0195212,4.22;
104.818,-1.98526,0.0194774,4.23;
104.818,-1.98069,0.0194326,4.24;
104.818,-1.97607,0.0193877,4.25;
104.818,-1.97147,0.0193428,4.26;
104.818,-1.96693,0.0192985,4.27;
104.817,-1.9625,0.0192553,4.28;
104.817,-1.95819,0.0192127,4.29;
104.817,-1.95402,0.0191718,4.3;
104.817,-1.94999,0.0191329,4.31;
104.817,-1.94612,0.0190953,4.32;
104.817,-1.9424,0.019059,4.33;
104.817,-1.93882,0.0190243,4.34;
104.817,-1.93539,0.018991,4.35;
104.817,-1.93209,0.0189591,4.36;
104.817,-1.92893,0.0189288,4.37001;
104.817,-1.92588,0.0188989,4.38001;
104.817,-1.92295,0.0188704,4.39001;
104.817,-1.92012,0.0188428,4.40001;
104.817,-1.9174,0.0188167,4.41001;
104.817,-1.91476,0.0187911,4.42001;
104.817,-1.91222,0.0187669,4.43001;
104.816,-1.90975,0.0187428,4.44001;
104.816,-1.90736,0.0187199,4.45001;
104.816,-1.90503,0.0186974,4.46001;
104.816,-1.90277,0.018676,4.47001;
104.816,-1.90057,0.0186548,4.48001;
104.816,-1.89843,0.0186342,4.49001;
104.816,-1.89634,0.0186139,4.50001;
104.816,-1.8943,0.0185941,4.51001;
104.816,-1.8923,0.0185753,4.52001;
104.816,-1.89035,0.0185566,4.53001;
104.816,-1.88844,0.0185384,4.54001;
104.816,-1.88656,0.0185202,4.55001;
104.816,-1.88473,0.0185025,4.56001;
104.816,-1.88292,0.0184853,4.57001;
104.816,-1.88116,0.0184684,4.58001;
104.816,-1.87942,0.018452,4.59001;
104.815,-1.87772,0.0184358,4.60001;
104.815,-1.87604,0.0184201,4.61001;
104.815,-1.8744,0.0184043,4.62001;
104.815,-1.87278,0.018389,4.63001;
104.815,-1.8712,0.0183739,4.64001;
104.815,-1.86964,0.0183591,4.65001;
104.815,-1.86811,0.0183445,4.66001;
104.815,-1.8666,0.0183302,4.67001;
104.815,-1.86512,0.0183162,4.68001;
104.815,-1.86367,0.0183027,4.69001;
104.815,-1.86225,0.0182893,4.70001;
104.815,-1.86085,0.018276,4.71001;
104.815,-1.85948,0.0182632,4.72001;
104.815,-1.85814,0.0182505,4.73001;
104.815,-1.85683,0.0182379,4.74001;
104.815,-1.85555,0.018226,4.75001;
104.814,-1.85429,0.018214,4.76001;
104.814,-1.85307,0.0182028,4.77001;
104.814,-1.85188,0.0181919,4.78001;
104.814,-1.85073,0.0181807,4.79001;
104.814,-1.8496,0.0181699,4.80001;
104.814,-1.84851,0.0181599,4.81002;
104.814,-1.84746,0.0181506,4.82002;
104.814,-1.84644,0.0181409,4.83002;
104.814,-1.84546,0.018132,4.84002;
104.814,-1.84453,0.0181232,4.85002;
104.814,-1.84363,0.018115,4.86002;
104.814,-1.84277,0.0181068,4.87002;
104.814,-1.84196,0.0180993,4.88002;
104.814,-1.8412,0.0180925,4.89002;
104.814,-1.84048,0.0180862,4.90002;
104.813,-1.83982,0.0180804,4.91002;
104.813,-1.83921,0.0180749,4.92002;
104.813,-1.83865,0.0180699,4.93002;
104.813,-1.83814,0.0180655,4.94002;
104.813,-1.8377,0.0180615,4.95002;
104.813,-1.83732,0.0180583,4.96002;
104.813,-1.837,0.0180558,4.97002;
104.813,-1.83676,0.018054,4.98002;
104.813,-1.83658,0.0180531,4.99002;
104.813,-1.83649,0.0180525,5.00002;
104.813,-1.83648,0.0180528,5.01002;
104.813,-1.83656,0.0180544,5.02002;
104.813,-1.83673,0.018057,5.03002;
104.813,-1.83701,0.0180602,5.04002;
104.813,-1.8374,0.0180645,5.05002;
104.813,-1.83792,0.0180698,5.06002;
104.813,-1.83857,0.018077,5.07002;
104.813,-1.83937,0.0180858,5.08002;
104.812,-1.84033,0.0180963,5.09002;
104.812,-1.84147,0.0181081,5.10002;
104.812,-1.84279,0.0181218,5.11002;
104.812,-1.84432,0.0181374,5.12002;
104.812,-1.84607,0.0181551,5.13002;
104.812,-1.84804,0.018175,5.14002;
104.812,-1.85025,0.0181974,5.15002;
104.812,-1.85268,0.0182219,5.16002;
104.812,-1.85532,0.0182488,5.17002;
104.812,-1.85814,0.0182775,5.18002;
104.812,-1.86108,0.0183072,5.19002;
104.812,-1.86405,0.0183369,5.20002;
104.812,-1.86696,0.0183662,5.21002;
104.812,-1.86964,0.0183934,5.22002;
104.812,-1.87193,0.0184167,5.23002;
104.812,-1.87363,0.0184342,5.24003;
104.811,-1.87455,0.0184441,5.25003;
104.811,-1.87454,0.0184444,5.26003;
104.811,-1.87349,0.0184351,5.27003;
104.811,-1.87136,0.0184145,5.28003;
104.811,-1.86819,0.0183836,5.29003;
104.811,-1.8641,0.0183435,5.30003;
104.811,-1.85926,0.0182965,5.31003;
104.811,-1.85385,0.0182438,5.32003;
104.811,-1.84808,0.0181873,5.33003;
104.811,-1.84213,0.0181293,5.34003;
104.811,-1.83612,0.0180707,5.35003;
104.811,-1.8302,0.0180127,5.36003;
104.811,-1.82443,0.0179566,5.37003;
104.811,-1.81888,0.0179022,5.38003;
104.811,-1.81358,0.0178507,5.39003;
104.81,-1.80855,0.0178016,5.40003;
104.81,-1.8038,0.0177553,5.41003;
104.81,-1.79931,0.0177116,5.42003;
104.81,-1.79509,0.0176706,5.43003;
104.81,-1.79112,0.0176323,5.44003;
104.81,-1.78739,0.0175961,5.45003;
104.81,-1.78387,0.0175623,5.46003;
104.81,-1.78057,0.0175305,5.47003;
104.81,-1.77745,0.0175003,5.48003;
104.81,-1.77452,0.0174717,5.49003;
104.81,-1.77174,0.0174449,5.50003;
104.81,-1.76912,0.0174196,5.51003;
104.81,-1.76665,0.0173958,5.52003;
104.81,-1.76431,0.0173736,5.53003;
104.809,-1.76209,0.0173524,5.54003;
104.809,-1.75999,0.017332,5.55003;
104.809,-1.75799,0.0173131,5.56003;
104.809,-1.75611,0.0172951,5.57003;
104.809,-1.75432,0.0172782,5.58003;
104.809,-1.75262,0.0172622,5.59003;
104.809,-1.75102,0.0172468,5.60003;
104.809,-1.7495,0.0172322,5.61003;
104.809,-1.74807,0.0172188,5.62003;
104.809,-1.74671,0.0172063,5.63003;
104.809,-1.74544,0.0171942,5.64003;
104.809,-1.74425,0.0171832,5.65003;
104.809,-1.74314,0.0171728,5.66003;
104.809,-1.74211,0.0171631,5.67003;
104.809,-1.74116,0.0171545,5.68004;
104.809,-1.74028,0.0171466,5.69004;
104.808,-1.73949,0.0171394,5.70004;
104.808,-1.73879,0.0171332,5.71004;
104.808,-1.73817,0.0171276,5.72004;
104.808,-1.73764,0.0171234,5.73004;
104.808,-1.7372,0.0171196,5.74004;
104.808,-1.73686,0.0171166,5.75004;
104.808,-1.73663,0.017115,5.76004;
104.808,-1.73652,0.0171141,5.77004;
104.808,-1.73652,0.0171147,5.78004;
104.808,-1.73666,0.0171167,5.79004;
104.808,-1.73694,0.0171201,5.80004;
104.808,-1.73738,0.0171249,5.81004;
104.808,-1.738,0.017132,5.82004;
104.808,-1.73881,0.0171406,5.83004;
104.808,-1.73984,0.0171512,5.84004;
104.807,-1.74111,0.0171646,5.85004;
104.807,-1.74265,0.0171803,5.86004;
104.807,-1.7445,0.0171996,5.87004;
104.807,-1.74669,0.0172218,5.88004;
104.807,-1.74927,0.0172479,5.89004;
104.807,-1.75229,0.0172784,5.90004;
104.807,-1.7558,0.0173137,5.91004;
104.807,-1.75986,0.0173543,5.92004;
104.807,-1.76453,0.0174009,5.93004;
104.807,-1.76987,0.0174541,5.94004;
104.807,-1.77593,0.0175145,5.95004;
104.807,-1.78275,0.0175826,5.96004;
104.807,-1.79033,0.0176579,5.97004;
104.807,-1.79862,0.0177402,5.98004;
104.807,-1.80749,0.0178284,5.99004;
104.807,-1.81667,0.0179197,6.00004;
104.807,-1.82576,0.0180101,6.01004;
104.807,-1.83416,0.0180936,6.02004;
104.806,-1.84111,0.0181631,6.03004;
104.806,-1.8458,0.0182102,6.04004;
104.806,-1.84754,0.0182282,6.05004;
104.806,-1.84594,0.0182129,6.06004;
104.806,-1.84102,0.0181649,6.07004;
104.806,-1.83327,0.0180889,6.08004;
104.806,-1.8234,0.017992,6.09004;
104.806,-1.81224,0.0178824,6.10004;
104.806,-1.80051,0.0177672,6.11004;
104.806,-1.78878,0.0176519,6.12005;
104.806,-1.77744,0.0175407,6.13005;
104.806,-1.76673,0.0174356,6.14005;
104.806,-1.75675,0.0173382,6.15005;
104.805,-1.74756,0.0172482,6.16005;
104.805,-1.73915,0.0171663,6.17005;
104.805,-1.73147,0.017091,6.18005;
104.805,-1.72447,0.0170225,6.19005;
104.805,-1.7181,0.0169604,6.20005;
104.805,-1.7123,0.0169038,6.21005;
104.805,-1.707,0.0168523,6.22005;
104.805,-1.70217,0.0168056,6.23005;
104.805,-1.69774,0.0167624,6.24005;
104.805,-1.69368,0.0167231,6.25005;
104.805,-1.68996,0.0166873,6.26005;
104.805,-1.68653,0.0166542,6.27005;
104.805,-1.68336,0.0166239,6.28005;
104.805,-1.68044,0.0165958,6.29005;
104.804,-1.67774,0.0165695,6.30005;
104.804,-1.67524,0.0165454,6.31005;
104.804,-1.67292,0.0165234,6.32005;
104.804,-1.67076,0.0165029,6.33005;
104.804,-1.66876,0.0164837,6.34005;
104.804,-1.66689,0.0164656,6.35005;
104.804,-1.66514,0.0164493,6.36005;
104.804,-1.66351,0.016434,6.37005;
104.804,-1.66198,0.0164197,6.38005;
104.804,-1.66055,0.016406,6.39005;
104.804,-1.6592,0.0163936,6.40005;
104.804,-1.65792,0.0163816,6.41005;
104.804,-1.65671,0.0163706,6.42005;
104.804,-1.65556,0.0163596,6.43005;
104.804,-1.65445,0.0163493,6.44005;
104.803,-1.65338,0.0163395,6.45005;
104.803,-1.65234,0.01633,6.46005;
104.803,-1.65132,0.0163202,6.47005;
104.803,-1.6503,0.0163111,6.48005;
104.803,-1.64929,0.0163017,6.49005;
104.803,-1.64826,0.0162925,6.50005;
104.803,-1.64721,0.0162829,6.51005;
104.803,-1.64613,0.0162729,6.52005;
104.803,-1.645,0.0162622,6.53005;
104.803,-1.64382,0.0162514,6.54005;
104.803,-1.64258,0.0162398,6.55006;
104.803,-1.64128,0.0162276,6.56006;
104.803,-1.63989,0.0162147,6.57006;
104.803,-1.63842,0.0162009,6.58006;
