104.834,-2.38641,0.0233086;
104.834,-2.38524,0.0232972;
104.834,-2.38412,0.0232864;
104.834,-2.38304,0.0232757;
104.834,-2.38201,0.0232656;
104.834,-2.38102,0.0232562;
104.834,-2.38007,0.0232469;
104.834,-2.37916,0.0232381;
104.834,-2.37828,0.0232299;
104.834,-2.37743,0.0232217;
104.834,-2.37662,0.0232141;
104.834,-2.37583,0.0232061;
104.834,-2.37507,0.023199;
104.834,-2.37434,0.0231921;
104.834,-2.37363,0.0231853;
104.834,-2.37295,0.023179;
104.834,-2.37228,0.0231724;
104.833,-2.37163,0.023166;
104.833,-2.37098,0.0231599;
104.833,-2.37034,0.0231538;
104.833,-2.3697,0.0231472;
104.833,-2.36905,0.0231407;
104.833,-2.36839,0.0231347;
104.833,-2.3677,0.0231281;
104.833,-2.36698,0.0231211;
104.833,-2.36622,0.0231138;
104.833,-2.36542,0.0231062;
104.833,-2.36457,0.0230978;
104.833,-2.36366,0.0230891;
104.833,-2.3627,0.0230798;
104.833,-2.36168,0.0230702;
104.833,-2.36061,0.0230598;
104.833,-2.35948,0.0230488;
104.833,-2.35832,0.0230377;
104.833,-2.35711,0.0230259;
104.833,-2.35587,0.0230138;
104.833,-2.3546,0.0230013;
104.833,-2.35332,0.0229889;
104.833,-2.35204,0.0229765;
104.833,-2.35076,0.0229641;
104.833,-2.34949,0.0229518;
104.833,-2.34824,0.0229395;
104.833,-2.34702,0.0229274;
104.833,-2.34582,0.022916;
104.833,-2.34466,0.0229048;
104.833,-2.34354,0.0228937;
104.833,-2.34246,0.0228832;
104.833,-2.34143,0.0228735;
104.833,-2.34044,0.0228637;
104.833,-2.33949,0.0228548;
104.832,-2.33859,0.0228461;
104.832,-2.33773,0.0228376;
104.832,-2.33692,0.0228301;
104.832,-2.33615,0.0228227;
104.832,-2.33542,0.0228155;
104.832,-2.33473,0.0228093;
104.832,-2.33408,0.0228032;
104.832,-2.33346,0.0227973;
104.832,-2.33287,0.0227917;
104.832,-2.33231,0.0227868;
104.832,-2.33179,0.0227818;
104.832,-2.33128,0.0227772;
104.832,-2.33081,0.0227727;
104.832,-2.33035,0.0227686;
104.832,-2.32991,0.0227644;
104.832,-2.32949,0.0227605;
104.832,-2.32909,0.0227568;
104.832,-2.32871,0.0227531;
104.832,-2.32834,0.02275;
104.832,-2.32798,0.022747;
104.832,-2.32763,0.0227436;
104.832,-2.32729,0.0227405;
104.832,-2.32696,0.0227377;
104.832,-2.32664,0.0227346;
104.832,-2.32632,0.0227321;
104.832,-2.32602,0.0227293;
104.832,-2.32572,0.0227266;
104.832,-2.32542,0.0227238;
104.832,-2.32513,0.0227213;
104.832,-2.32485,0.0227188;
104.831,-2.32457,0.0227164;
104.831,-2.32429,0.022714;
104.831,-2.32401,0.0227116;
104.831,-2.32373,0.0227092;
104.831,-2.32345,0.0227068;
104.831,-2.32316,0.0227042;
104.831,-2.32287,0.0227014;
104.831,-2.32258,0.0226991;
104.831,-2.32227,0.0226964;
104.831,-2.32196,0.0226936;
104.831,-2.32164,0.0226907;
104.831,-2.32131,0.0226878;
104.831,-2.32096,0.0226851;
104.831,-2.3206,0.0226818;
104.831,-2.32022,0.0226786;
104.831,-2.31983,0.0226745;
104.831,-2.31942,0.0226708;
104.831,-2.319,0.0226673;
104.831,-2.31856,0.0226635;
104.831,-2.31811,0.0226593;
104.831,-2.31764,0.0226549;
104.831,-2.31717,0.0226508;
104.831,-2.31668,0.0226461;
104.831,-2.31619,0.0226418;
104.831,-2.3157,0.0226372;
104.831,-2.3152,0.0226326;
104.83,-2.3147,0.0226278;
104.83,-2.3142,0.0226231;
104.83,-2.31371,0.0226189;
104.83,-2.31323,0.0226144;
104.83,-2.31275,0.0226102;
104.83,-2.31227,0.022606;
104.83,-2.3118,0.0226016;
104.83,-2.31134,0.0225974;
104.83,-2.31088,0.0225934;
104.83,-2.31041,0.0225891;
104.83,-2.30993,0.0225845;
104.83,-2.30943,0.0225802;
104.83,-2.30892,0.0225753;
104.83,-2.30836,0.02257;
104.83,-2.30776,0.0225645;
104.83,-2.30711,0.0225583;
104.83,-2.30639,0.0225516;
104.83,-2.30559,0.0225441;
104.83,-2.3047,0.0225358;
104.83,-2.30372,0.0225263;
104.83,-2.30263,0.0225158;
104.83,-2.30143,0.0225045;
104.83,-2.30011,0.0224918;
104.829,-2.29868,0.0224779;
104.829,-2.29714,0.0224628;
104.829,-2.29549,0.022447;
104.829,-2.29373,0.0224301;
104.829,-2.29188,0.0224121;
104.829,-2.28994,0.022393;
104.829,-2.28793,0.0223735;
104.829,-2.28585,0.0223535;
104.829,-2.28372,0.0223326;
104.829,-2.28156,0.0223117;
104.829,-2.27936,0.0222906;
104.829,-2.27715,0.0222687;
104.829,-2.27492,0.022247;
104.829,-2.27269,0.0222251;
104.829,-2.27046,0.0222033;
104.829,-2.26824,0.0221816;
104.829,-2.26603,0.0221603;
104.829,-2.26383,0.0221392;
104.829,-2.26165,0.0221177;
104.829,-2.25947,0.0220969;
104.828,-2.25732,0.0220759;
104.828,-2.25517,0.0220549;
104.828,-2.25303,0.0220339;
104.828,-2.2509,0.0220133;
104.828,-2.24878,0.0219926;
104.828,-2.24667,0.021972;
104.828,-2.24456,0.0219517;
104.828,-2.24244,0.0219314;
104.828,-2.24033,0.0219104;
104.828,-2.23822,0.0218898;
104.828,-2.23611,0.0218691;
104.828,-2.234,0.0218486;
104.828,-2.23189,0.0218283;
104.828,-2.22978,0.0218077;
104.828,-2.22767,0.0217872;
104.828,-2.22556,0.021767;
104.828,-2.22347,0.0217465;
104.828,-2.22138,0.0217262;
104.828,-2.2193,0.021706;
104.828,-2.21725,0.0216862;
104.827,-2.21521,0.0216665;
104.827,-2.2132,0.0216469;
104.827,-2.21122,0.0216276;
104.827,-2.20927,0.0216087;
104.827,-2.20737,0.0215901;
104.827,-2.20551,0.0215723;
104.827,-2.2037,0.0215548;
104.827,-2.20195,0.0215379;
104.827,-2.20026,0.0215212;
104.827,-2.19864,0.0215056;
104.827,-2.1971,0.0214908;
104.827,-2.19565,0.0214768;
104.827,-2.19428,0.0214639;
104.827,-2.19301,0.0214521;
104.827,-2.19185,0.021441;
104.827,-2.1908,0.0214307;
104.827,-2.18989,0.0214221;
104.827,-2.1891,0.0214151;
104.827,-2.18847,0.021409;
104.827,-2.18799,0.021405;
104.826,-2.18769,0.0214024;
104.826,-2.18758,0.0214017;
104.826,-2.18767,0.0214032;
104.826,-2.18799,0.0214069;
104.826,-2.18854,0.0214129;
104.826,-2.18936,0.0214212;
104.826,-2.19046,0.0214328;
104.826,-2.19187,0.0214472;
104.826,-2.19361,0.021465;
104.826,-2.1957,0.0214865;
104.826,-2.19817,0.0215115;
104.826,-2.20104,0.0215406;
104.826,-2.20431,0.0215735;
104.826,-2.208,0.0216106;
104.826,-2.2121,0.0216521;
104.826,-2.21658,0.0216969;
104.826,-2.22139,0.0217453;
104.826,-2.22643,0.021796;
104.826,-2.23158,0.0218477;
104.826,-2.23663,0.0218984;
104.826,-2.24136,0.0219459;
104.825,-2.24547,0.0219874;
104.825,-2.24864,0.0220196;
104.825,-2.25058,0.0220392;
104.825,-2.251,0.0220437;
104.825,-2.24976,0.0220316;
104.825,-2.2468,0.0220032;
104.825,-2.24224,0.0219585;
104.825,-2.23627,0.0218996;
104.825,-2.22919,0.0218296;
104.825,-2.22131,0.0217519;
104.825,-2.21294,0.0216692;
104.825,-2.20435,0.0215843;
104.825,-2.19576,0.0214993;
104.825,-2.18732,0.0214157;
104.825,-2.17915,0.0213348;
104.825,-2.17133,0.0212577;
104.825,-2.16389,0.0211842;
104.825,-2.15685,0.0211151;
104.824,-2.15022,0.0210497;
104.824,-2.14397,0.020988;
104.824,-2.1381,0.0209305;
104.824,-2.13258,0.020876;
104.824,-2.12738,0.020825;
104.824,-2.12249,0.0207766;
104.824,-2.11787,0.0207311;
104.824,-2.11351,0.0206885;
104.824,-2.10938,0.0206484;
104.824,-2.10546,0.0206101;
104.824,-2.10174,0.0205738;
104.824,-2.09819,0.020539;
104.824,-2.0948,0.0205059;
104.824,-2.09155,0.0204742;
104.824,-2.08844,0.0204439;
104.824,-2.08545,0.0204149;
104.824,-2.08258,0.0203868;
104.823,-2.0798,0.0203598;
104.823,-2.07711,0.0203337;
104.823,-2.07452,0.0203084;
104.823,-2.072,0.0202839;
104.823,-2.06955,0.0202603;
104.823,-2.06717,0.0202369;
104.823,-2.06485,0.0202147;
104.823,-2.06259,0.0201928;
104.823,-2.06039,0.0201717;
104.823,-2.05823,0.0201509;
104.823,-2.05613,0.0201304;
104.823,-2.05407,0.0201103;
104.823,-2.05205,0.020091;
104.823,-2.05007,0.020072;
104.823,-2.04814,0.0200534;
104.823,-2.04624,0.020035;
104.823,-2.04437,0.0200171;
104.822,-2.04254,0.0199997;
104.822,-2.04074,0.0199823;
104.822,-2.03898,0.0199653;
104.822,-2.03724,0.0199486;
104.822,-2.03554,0.0199322;
104.822,-2.03387,0.0199162;
104.822,-2.03222,0.0199006;
104.822,-2.0306,0.0198851;
104.822,-2.02901,0.0198696;
104.822,-2.02744,0.0198547;
104.822,-2.0259,0.01984;
104.822,-2.02438,0.0198258;
104.822,-2.02289,0.0198115;
104.822,-2.02143,0.0197974;
104.822,-2.01998,0.0197836;
104.822,-2.01856,0.0197703;
104.822,-2.01716,0.019757;
104.822,-2.01579,0.0197437;
104.821,-2.01443,0.0197308;
104.821,-2.0131,0.0197183;
104.821,-2.01179,0.0197058;
104.821,-2.0105,0.0196938;
104.821,-2.00923,0.019682;
104.821,-2.00799,0.0196701;
104.821,-2.00676,0.0196584;
104.821,-2.00556,0.0196469;
104.821,-2.00438,0.0196355;
104.821,-2.00323,0.0196247;
104.821,-2.0021,0.0196142;
104.821,-2.00099,0.0196036;
104.821,-1.99991,0.0195933;
104.821,-1.99885,0.0195837;
104.821,-1.99783,0.0195742;
104.821,-1.99683,0.0195649;
104.821,-1.99586,0.0195558;
104.82,-1.99493,0.0195472;
104.82,-1.99403,0.0195387;
104.82,-1.99316,0.0195307;
104.82,-1.99234,0.0195233;
104.82,-1.99156,0.0195159;
104.82,-1.99082,0.0195091;
104.82,-1.99013,0.0195025;
104.82,-1.98949,0.0194971;
104.82,-1.98891,0.0194917;
104.82,-1.98839,0.0194873;
104.82,-1.98793,0.0194833;
104.82,-1.98754,0.0194799;
104.82,-1.98723,0.0194776;
104.82,-1.98699,0.019476;
104.82,-1.98685,0.0194748;
104.82,-1.98679,0.0194746;
104.82,-1.98684,0.0194755;
104.82,-1.98699,0.0194777;
104.819,-1.98726,0.019481;
104.819,-1.98766,0.0194855;
104.819,-1.98818,0.019491;
104.819,-1.98884,0.0194985;
104.819,-1.98965,0.0195069;
104.819,-1.9906,0.0195169;
104.819,-1.99171,0.0195283;
104.819,-1.99298,0.0195413;
104.819,-1.9944,0.0195559;
104.819,-1.99595,0.019572;
104.819,-1.99764,0.0195892;
104.819,-1.99944,0.0196074;
104.819,-2.00131,0.0196264;
104.819,-2.00321,0.0196461;
104.819,-2.00508,0.0196653;
104.819,-2.00686,0.0196835;
104.819,-2.00845,0.0196996;
104.819,-2.00977,0.0197133;
104.819,-2.01072,0.0197232;
104.818,-2.01121,0.0197286;
104.818,-2.01116,0.0197287;
104.818,-2.0105,0.0197229;
104.818,-2.0092,0.0197103;
104.818,-2.00725,0.0196915;
104.818,-2.00469,0.0196665;
104.818,-2.00157,0.0196365;
104.818,-1.99798,0.0196013;
104.818,-1.994,0.0195628;
104.818,-1.98973,0.0195214;
104.818,-1.98527,0.0194777;
104.818,-1.98069,0.019433;
104.818,-1.97607,0.019388;
104.818,-1.97147,0.0193431;
104.818,-1.96694,0.0192989;
104.817,-1.9625,0.0192553;
104.817,-1.95819,0.0192131;
104.817,-1.95402,0.0191721;
104.817,-1.94999,0.0191332;
104.817,-1.94612,0.0190955;
104.817,-1.9424,0.0190594;
104.817,-1.93882,0.0190246;
104.817,-1.93539,0.0189915;
104.817,-1.93209,0.0189597;
104.817,-1.92893,0.018929;
104.817,-1.92588,0.0188991;
104.817,-1.92295,0.0188707;
104.817,-1.92012,0.0188432;
104.817,-1.9174,0.0188169;
104.817,-1.91476,0.0187916;
104.817,-1.91222,0.0187669;
104.816,-1.90975,0.0187433;
104.816,-1.90736,0.0187201;
104.816,-1.90503,0.0186978;
104.816,-1.90277,0.0186763;
104.816,-1.90057,0.0186552;
104.816,-1.89843,0.0186343;
104.816,-1.89634,0.0186142;
104.816,-1.8943,0.0185946;
104.816,-1.8923,0.0185757;
104.816,-1.89035,0.0185571;
104.816,-1.88844,0.0185385;
104.816,-1.88656,0.0185204;
104.816,-1.88473,0.0185031;
104.816,-1.88293,0.0184857;
104.816,-1.88116,0.0184689;
104.815,-1.87942,0.0184524;
104.815,-1.87772,0.0184361;
104.815,-1.87605,0.0184204;
104.815,-1.8744,0.0184047;
104.815,-1.87279,0.0183894;
104.815,-1.8712,0.0183742;
104.815,-1.86964,0.0183596;
104.815,-1.86811,0.0183448;
104.815,-1.8666,0.0183307;
104.815,-1.86512,0.0183164;
104.815,-1.86367,0.0183029;
104.815,-1.86225,0.0182893;
104.815,-1.86085,0.0182761;
104.815,-1.85948,0.0182635;
104.815,-1.85814,0.0182506;
104.815,-1.85683,0.0182382;
104.814,-1.85555,0.0182262;
104.814,-1.85429,0.0182146;
104.814,-1.85307,0.0182032;
104.814,-1.85188,0.018192;
104.814,-1.85073,0.0181808;
104.814,-1.8496,0.0181701;
104.814,-1.84851,0.0181605;
104.814,-1.84746,0.0181506;
104.814,-1.84644,0.0181412;
104.814,-1.84547,0.018132;
104.814,-1.84453,0.0181234;
104.814,-1.84363,0.0181151;
104.814,-1.84278,0.0181069;
104.814,-1.84197,0.0180996;
104.814,-1.8412,0.0180931;
104.814,-1.84049,0.0180865;
104.813,-1.83982,0.0180805;
104.813,-1.83921,0.0180752;
104.813,-1.83865,0.0180699;
104.813,-1.83814,0.0180656;
104.813,-1.8377,0.0180617;
104.813,-1.83732,0.0180582;
104.813,-1.837,0.0180561;
104.813,-1.83676,0.0180544;
104.813,-1.83659,0.0180534;
104.813,-1.83649,0.0180527;
104.813,-1.83648,0.0180533;
104.813,-1.83656,0.0180549;
104.813,-1.83673,0.0180571;
104.813,-1.83701,0.0180605;
104.813,-1.83741,0.0180645;
104.813,-1.83792,0.0180704;
104.813,-1.83857,0.0180777;
104.812,-1.83937,0.0180865;
104.812,-1.84033,0.0180963;
104.812,-1.84147,0.0181084;
104.812,-1.84279,0.0181219;
104.812,-1.84432,0.0181374;
104.812,-1.84607,0.0181552;
104.812,-1.84804,0.0181754;
104.812,-1.85025,0.0181977;
104.812,-1.85268,0.0182224;
104.812,-1.85532,0.018249;
104.812,-1.85814,0.0182778;
104.812,-1.86108,0.0183072;
104.812,-1.86406,0.0183374;
104.812,-1.86696,0.0183664;
104.812,-1.86964,0.0183938;
104.812,-1.87193,0.018417;
104.812,-1.87363,0.0184346;
104.811,-1.87455,0.0184441;
104.811,-1.87455,0.018445;
104.811,-1.87349,0.0184354;
104.811,-1.87136,0.0184145;
104.811,-1.86819,0.018384;
104.811,-1.8641,0.018344;
104.811,-1.85926,0.0182969;
104.811,-1.85386,0.0182442;
104.811,-1.84809,0.0181877;
104.811,-1.84213,0.0181295;
104.811,-1.83613,0.0180711;
104.811,-1.8302,0.0180131;
104.811,-1.82443,0.0179567;
104.811,-1.81888,0.0179025;
104.81,-1.81358,0.017851;
104.81,-1.80855,0.0178018;
104.81,-1.8038,0.0177557;
104.81,-1.79931,0.0177119;
104.81,-1.79509,0.017671;
104.81,-1.79112,0.0176327;
104.81,-1.78739,0.0175965;
104.81,-1.78387,0.0175625;
104.81,-1.78057,0.0175308;
104.81,-1.77745,0.0175006;
104.81,-1.77452,0.017472;
104.81,-1.77174,0.0174451;
104.81,-1.76912,0.01742;
104.81,-1.76665,0.0173963;
104.809,-1.76431,0.017374;
104.809,-1.76209,0.0173527;
104.809,-1.75999,0.0173323;
104.809,-1.75799,0.0173133;
104.809,-1.75611,0.0172955;
104.809,-1.75432,0.0172786;
104.809,-1.75262,0.0172624;
104.809,-1.75102,0.017247;
104.809,-1.7495,0.0172326;
104.809,-1.74807,0.017219;
104.809,-1.74671,0.0172066;
104.809,-1.74545,0.0171945;
104.809,-1.74425,0.0171834;
104.809,-1.74314,0.0171732;
104.809,-1.74211,0.0171635;
104.809,-1.74116,0.0171546;
104.808,-1.74029,0.0171469;
104.808,-1.7395,0.0171399;
104.808,-1.73879,0.0171335;
104.808,-1.73817,0.0171282;
104.808,-1.73764,0.0171237;
104.808,-1.7372,0.0171199;
104.808,-1.73687,0.017117;
104.808,-1.73664,0.0171149;
104.808,-1.73652,0.0171143;
104.808,-1.73652,0.017115;
104.808,-1.73666,0.0171169;
104.808,-1.73694,0.0171203;
104.808,-1.73738,0.0171253;
104.808,-1.738,0.0171323;
104.808,-1.73881,0.0171408;
104.808,-1.73984,0.0171518;
104.807,-1.74111,0.0171649;
104.807,-1.74265,0.0171809;
104.807,-1.7445,0.0171999;
104.807,-1.74669,0.0172221;
104.807,-1.74928,0.0172481;
104.807,-1.75229,0.0172785;
104.807,-1.75581,0.0173139;
104.807,-1.75987,0.0173546;
104.807,-1.76454,0.017401;
104.807,-1.76987,0.0174542;
104.807,-1.77594,0.0175148;
104.807,-1.78275,0.0175827;
104.807,-1.79033,0.0176583;
104.807,-1.79863,0.0177407;
104.807,-1.80749,0.0178286;
104.807,-1.81668,0.0179201;
104.807,-1.82577,0.0180104;
104.806,-1.83416,0.018094;
104.806,-1.84111,0.0181633;
104.806,-1.84581,0.0182106;
104.806,-1.84755,0.0182284;
104.806,-1.84594,0.0182131;
104.806,-1.84103,0.0181651;
104.806,-1.83327,0.0180893;
104.806,-1.8234,0.0179925;
104.806,-1.81224,0.0178827;
104.806,-1.80051,0.0177676;
104.806,-1.78878,0.0176525;
104.806,-1.77744,0.0175411;
104.806,-1.76673,0.0174362;
104.806,-1.75676,0.0173386;
104.805,-1.74756,0.0172487;
104.805,-1.73915,0.0171664;
104.805,-1.73147,0.0170914;
104.805,-1.72447,0.0170228;
104.805,-1.7181,0.0169605;
104.805,-1.7123,0.0169042;
104.805,-1.707,0.0168526;
104.805,-1.70217,0.0168058;
104.805,-1.69774,0.0167629;
104.805,-1.69368,0.0167235;
104.805,-1.68996,0.0166876;
104.805,-1.68653,0.0166545;
104.805,-1.68336,0.0166242;
104.804,-1.68044,0.0165959;
104.804,-1.67774,0.0165699;
104.804,-1.67524,0.016546;
104.804,-1.67292,0.0165237;
104.804,-1.67076,0.0165032;
104.804,-1.66876,0.0164839;
104.804,-1.66689,0.0164661;
104.804,-1.66514,0.0164496;
104.804,-1.66351,0.0164343;
104.804,-1.66198,0.0164199;
104.804,-1.66055,0.0164062;
104.804,-1.6592,0.0163938;
104.804,-1.65793,0.0163821;
104.804,-1.65671,0.0163707;
104.804,-1.65556,0.0163598;
104.803,-1.65445,0.0163497;
104.803,-1.65338,0.0163398;
104.803,-1.65234,0.0163301;
104.803,-1.65132,0.0163205;
104.803,-1.65031,0.0163114;
104.803,-1.64929,0.0163022;
104.803,-1.64826,0.0162927;
104.803,-1.64721,0.0162832;
104.803,-1.64613,0.0162729;
104.803,-1.645,0.0162627;
104.803,-1.64382,0.0162515;
104.803,-1.64258,0.0162401;
104.803,-1.64128,0.016228;
104.803,-1.63989,0.0162153;
104.803,-1.63842,0.0162012;
104.802,-1.63687,0.0161867;
104.802,-1.63522,0.0161708;
104.802,-1.63348,0.0161543;
104.802,-1.63164,0.0161369;
104.802,-1.62972,0.0161184;
104.802,-1.6277,0.0160993;
104.802,-1.6256,0.0160796;
104.802,-1.62342,0.0160587;
104.802,-1.62116,0.0160374;
104.802,-1.61884,0.0160152;
104.802,-1.61646,0.0159925;
104.802,-1.61403,0.0159692;
104.802,-1.61156,0.0159456;
104.802,-1.60906,0.0159217;
104.801,-1.60653,0.0158976;
104.801,-1.60398,0.0158733;
104.801,-1.60142,0.0158488;
104.801,-1.59887,0.0158245;
104.801,-1.59631,0.0158;
104.801,-1.59377,0.0157754;
104.801,-1.59124,0.0157514;
104.801,-1.58873,0.0157271;
104.801,-1.58624,0.0157033;
104.801,-1.58378,0.01568;
104.801,-1.58136,0.0156567;
104.801,-1.57896,0.0156339;
104.801,-1.5766,0.0156111;
104.801,-1.57428,0.0155894;
104.8,-1.57199,0.0155678;
104.8,-1.56974,0.0155462;
104.8,-1.56754,0.0155252;
104.8,-1.56537,0.0155046;
104.8,-1.56325,0.0154843;
104.8,-1.56117,0.0154645;
104.8,-1.55913,0.0154453;
104.8,-1.55714,0.0154266;
104.8,-1.55519,0.0154081;
104.8,-1.55328,0.01539;
104.8,-1.55141,0.0153724;
104.8,-1.54959,0.0153549;
104.8,-1.54782,0.0153383;
104.8,-1.54608,0.015322;
104.799,-1.54439,0.0153057;
104.799,-1.54275,0.0152904;
104.799,-1.54115,0.0152753;
104.799,-1.5396,0.0152608;
104.799,-1.53809,0.015247;
104.799,-1.53662,0.0152335;
104.799,-1.53521,0.01522;
104.799,-1.53384,0.0152074;
104.799,-1.53251,0.0151948;
104.799,-1.53124,0.0151829;
104.799,-1.53001,0.0151714;
104.799,-1.52883,0.0151603;
104.799,-1.52771,0.0151502;
104.799,-1.52663,0.0151399;
104.799,-1.52561,0.0151303;
104.798,-1.52463,0.0151215;
104.798,-1.52372,0.0151129;
104.798,-1.52285,0.0151051;
104.798,-1.52204,0.0150979;
104.798,-1.52129,0.0150915;
104.798,-1.52059,0.0150853;
104.798,-1.51995,0.0150796;
104.798,-1.51936,0.0150748;
104.798,-1.51883,0.0150704;
104.798,-1.51836,0.0150662;
104.798,-1.51794,0.0150628;
104.798,-1.51758,0.0150597;
104.798,-1.51727,0.0150576;
104.798,-1.51701,0.0150559;
104.797,-1.51681,0.0150543;
104.797,-1.51665,0.0150534;
104.797,-1.51653,0.0150527;
104.797,-1.51645,0.0150523;
104.797,-1.5164,0.0150525;
104.797,-1.51638,0.0150529;
104.797,-1.51638,0.0150535;
104.797,-1.5164,0.0150543;
104.797,-1.51641,0.0150552;
104.797,-1.51642,0.0150559;
104.797,-1.5164,0.0150562;
104.797,-1.51636,0.0150562;
104.797,-1.51627,0.0150565;
104.797,-1.51614,0.015056;
104.797,-1.51593,0.0150548;
104.797,-1.51565,0.0150525;
104.796,-1.51528,0.0150493;
104.796,-1.51481,0.0150452;
104.796,-1.51423,0.01504;
104.796,-1.51353,0.015034;
104.796,-1.51272,0.0150265;
104.796,-1.51178,0.015018;
104.796,-1.51071,0.0150084;
104.796,-1.50952,0.0149975;
104.796,-1.50821,0.0149851;
104.796,-1.50677,0.0149718;
104.796,-1.50522,0.0149573;
104.796,-1.50356,0.0149418;
104.796,-1.50179,0.014925;
104.796,-1.49994,0.0149073;
104.795,-1.49799,0.0148889;
104.795,-1.49597,0.0148698;
104.795,-1.49388,0.0148498;
104.795,-1.49172,0.0148295;
104.795,-1.48951,0.0148083;
104.795,-1.48726,0.0147869;
104.795,-1.48496,0.0147651;
104.795,-1.48263,0.0147427;
104.795,-1.48026,0.0147201;
104.795,-1.47788,0.0146975;
104.795,-1.47547,0.0146746;
104.795,-1.47305,0.0146516;
104.795,-1.47061,0.0146286;
104.795,-1.46816,0.0146052;
104.794,-1.46571,0.0145817;
104.794,-1.46326,0.0145584;
104.794,-1.46079,0.014535;
104.794,-1.45833,0.0145115;
104.794,-1.45587,0.0144882;
104.794,-1.45341,0.0144647;
104.794,-1.45095,0.0144413;
104.794,-1.4485,0.0144179;
104.794,-1.44605,0.0143943;
104.794,-1.4436,0.0143711;
104.794,-1.44115,0.0143479;
104.794,-1.43871,0.0143246;
104.794,-1.43628,0.0143013;
104.794,-1.43385,0.0142781;
104.793,-1.43142,0.0142552;
104.793,-1.429,0.0142319;
104.793,-1.42658,0.0142088;
104.793,-1.42417,0.0141858;
104.793,-1.42177,0.0141631;
104.793,-1.41937,0.01414;
104.793,-1.41699,0.0141177;
104.793,-1.41461,0.0140949;
104.793,-1.41224,0.0140721;
104.793,-1.40987,0.0140495;
104.793,-1.40752,0.0140272;
104.793,-1.40518,0.014005;
104.793,-1.40286,0.0139832;
104.793,-1.40054,0.0139609;
104.792,-1.39824,0.0139393;
104.792,-1.39596,0.0139173;
104.792,-1.39369,0.0138959;
104.792,-1.39144,0.0138743;
104.792,-1.3892,0.0138532;
104.792,-1.38698,0.0138323;
104.792,-1.38478,0.0138113;
104.792,-1.3826,0.0137905;
104.792,-1.38044,0.0137699;
104.792,-1.3783,0.0137496;
104.792,-1.37618,0.0137296;
104.792,-1.37408,0.0137097;
104.792,-1.37201,0.0136905;
104.792,-1.36995,0.0136707;
104.792,-1.36791,0.0136513;
104.791,-1.3659,0.0136324;
104.791,-1.36391,0.0136134;
104.791,-1.36194,0.0135948;
104.791,-1.35999,0.0135764;
104.791,-1.35806,0.0135582;
104.791,-1.35615,0.0135403;
104.791,-1.35427,0.0135225;
104.791,-1.3524,0.0135047;
104.791,-1.35056,0.0134876;
104.791,-1.34873,0.0134704;
104.791,-1.34693,0.0134531;
104.791,-1.34514,0.0134361;
