104.835,-0,0;
104.835,-2.55725,0.0250028;
104.835,-2.55725,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
104.835,-2.55724,0.0250028;
